Year,Qld_Jan_humidity,Qld_Feb_humidity,Qld_Mar_humidity,Qld_Apr_humidity,Qld_May_humidity,Qld_Jun_humidity,Qld_Jul_humidity,Qld_Aug_humidity,Qld_Sep_humidity,Qld_Oct_humidity,Qld_Nov_humidity,Qld_Dec_humidity,Qld_Jan_wind,Qld_Feb_wind,Qld_Mar_wind,Qld_Apr_wind,Qld_May_wind,Qld_Jun_wind,Qld_Jul_wind,Qld_Aug_wind,Qld_Sep_wind,Qld_Oct_wind,Qld_Nov_wind,Qld_Dec_wind,Qld_Jan_uva,Qld_Feb_uva,Qld_Mar_uva,Qld_Apr_uva,Qld_May_uva,Qld_Jun_uva,Qld_Jul_uva,Qld_Aug_uva,Qld_Sep_uva,Qld_Oct_uva,Qld_Nov_uva,Qld_Dec_uva,Qld_Jan_uvb,Qld_Feb_uvb,Qld_Mar_uvb,Qld_Apr_uvb,Qld_May_uvb,Qld_Jun_uvb,Qld_Jul_uvb,Qld_Aug_uvb,Qld_Sep_uvb,Qld_Oct_uvb,Qld_Nov_uvb,Qld_Dec_uvb,QLD_year_eva,Qld_Jan_eva,Qld_Feb_eva,Qld_Mar_eva,Qld_Apr_eva,Qld_May_eva,Qld_Jun_eva,Qld_Jul_eva,Qld_Aug_eva,Qld_Sep_eva,Qld_Oct_eva,Qld_Nov_eva,Qld_Dec_eva,Qld_Jan_temp,Qld_Feb_temp,Qld_Mar_temp,Qld_Apr_temp,Qld_May_temp,Qld_Jun_temp,Qld_Jul_temp,Qld_Aug_temp,Qld_Sep_temp,Qld_Oct_temp,Qld_Nov_temp,Qld_Dec_temp,Qld_Jan_rain,Qld_Feb_rain,Qld_Mar_rain,Qld_Apr_rain,Qld_May_rain,Qld_Jun_rain,Qld_Jul_rain,Qld_Aug_rain,Qld_Sep_rain,Qld_Oct_rain,Qld_Nov_rain,Qld_Dec_rain,Qld_Wheat_Area,Qld_Wheat_Production,Qld_wheat_price,Qld_Barley_Area,Qld_Barley_Production,Qld_Barely_price,Qld_Rice_Area,Qld_Rice_Production,Qld_Rice_price,Qld_Oats_Area,Qld_Oats_Production,Qld_Oats_price,Qld_Corn (maize)_Area,Qld_Corn (maize)_Production,Qld_Corn_price
2000.00000 ,50.50000 ,62.75000 ,55.62000 ,66.69000 ,68.50000 ,68.62000 ,54.75000 ,53.94000 ,35.81000 ,47.56000 ,67.81000 ,54.38000 ,8.54000 ,9.20000 ,7.98000 ,9.79000 ,9.85000 ,8.07000 ,8.38000 ,9.08000 ,12.65000 ,10.12000 ,8.48000 ,8.16000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,194.82,296.67000 ,211.29000 ,207.66000 ,156.94000 ,134.14000 ,112.24000 ,126.89000 ,169.01000 ,234.16000 ,251.39000 ,210.98000 ,226.41000 ,28.340000 ,27.620000 ,26.940000 ,24.150000 ,19.510000 ,15.980000 ,16.130000 ,18.420000 ,23.030000 ,24.830000 ,26.350000 ,27.190000 ,75.460000 ,208.590000 ,69.190000 ,88.570000 ,28.000000 ,26.810000 ,2.700000 ,9.670000 ,0.800000 ,69.260000 ,133.940000 ,182.960000 ,1 096.0,1 904.0, - , 129.9, 253.8, - , 0.0, 0.0, - , 10.0, 5.9, - , 59.4, 223.6, - 
2001.00000 ,48.38000 ,55.56000 ,51.19000 ,49.94000 ,47.50000 ,60.69000 ,57.81000 ,48.44000 ,45.50000 ,38.62000 ,50.38000 ,40.81000 ,7.74000 ,7.60000 ,8.37000 ,7.69000 ,8.51000 ,7.33000 ,7.81000 ,10.13000 ,8.56000 ,9.80000 ,11.04000 ,8.97000 ,19.34000 ,18.21000 ,14.75000 ,12.62000 ,10.52000 ,8.24000 ,8.66000 ,11.79000 ,13.91000 ,15.38000 ,16.76000 ,18.28000 ,0.59000 ,0.56000 ,0.43000 ,0.33000 ,0.23000 ,0.16000 ,0.17000 ,0.25000 ,0.32000 ,0.40000 ,0.46000 ,0.54000 ,215.25,281.41000 ,231.64000 ,239.75000 ,206.18000 ,156.40000 ,130.28000 ,130.58000 ,169.19000 ,220.00000 ,246.72000 ,262.07000 ,308.80000 ,29.060000 ,28.290000 ,27.590000 ,24.270000 ,18.880000 ,18.770000 ,16.380000 ,17.630000 ,22.190000 ,24.540000 ,27.100000 ,29.610000 ,71.870000 ,134.700000 ,75.920000 ,19.620000 ,4.500000 ,16.810000 ,14.020000 ,1.720000 ,5.510000 ,35.840000 ,67.000000 ,62.210000 , 884.9,1 157.0, - , 111.9, 115.0, - , 0.0, 0.0, - , 12.8, 7.5, - , 46.6, 159.1, - 
2002.00000 ,45.88000 ,49.50000 ,44.75000 ,47.12000 ,46.62000 ,57.69000 ,43.50000 ,51.81000 ,33.62000 ,29.50000 ,33.38000 ,37.81000 ,9.23000 ,8.29000 ,8.11000 ,8.22000 ,9.91000 ,10.76000 ,8.52000 ,9.63000 ,9.45000 ,10.81000 ,8.98000 ,10.56000 ,17.49000 ,16.62000 ,15.85000 ,13.04000 ,9.85000 ,8.43000 ,9.67000 ,10.54000 ,14.26000 ,18.20000 ,18.70000 ,19.32000 ,0.52000 ,0.52000 ,0.45000 ,0.34000 ,0.22000 ,0.16000 ,0.20000 ,0.23000 ,0.35000 ,0.48000 ,0.52000 ,0.55000 ,247.80,290.44000 ,253.66000 ,278.33000 ,216.98000 ,175.51000 ,144.58000 ,147.28000 ,180.34000 ,246.74000 ,314.71000 ,348.13000 ,376.94000 ,29.400000 ,29.130000 ,27.240000 ,25.290000 ,20.510000 ,17.470000 ,16.070000 ,18.300000 ,22.720000 ,25.780000 ,29.020000 ,29.590000 ,107.200000 ,131.240000 ,36.250000 ,10.970000 ,7.680000 ,15.460000 ,1.470000 ,17.190000 ,3.150000 ,3.980000 ,12.580000 ,37.840000 , 604.4, 901.4, 218 , 96.4, 170.7, 180 , 0.0, 0.0, - , 10.6, 3.5, 480 , 53.3, 198.4, 195 
2003.00000 ,34.88000 ,66.81000 ,54.81000 ,60.31000 ,59.19000 ,61.25000 ,59.94000 ,55.06000 ,33.25000 ,39.75000 ,37.62000 ,47.94000 ,7.58000 ,9.86000 ,9.61000 ,8.19000 ,8.53000 ,8.62000 ,8.41000 ,11.80000 ,11.92000 ,13.98000 ,8.63000 ,9.02000 ,18.71000 ,14.70000 ,15.16000 ,12.41000 ,10.02000 ,8.09000 ,9.32000 ,11.39000 ,15.54000 ,16.66000 ,19.15000 ,19.08000 ,0.57000 ,0.45000 ,0.44000 ,0.31000 ,0.22000 ,0.16000 ,0.18000 ,0.25000 ,0.37000 ,0.43000 ,0.52000 ,0.55000 ,237.67,331.44000 ,237.24000 ,245.60000 ,215.38000 ,171.38000 ,126.45000 ,154.09000 ,181.22000 ,246.98000 ,295.45000 ,331.58000 ,315.24000 ,29.760000 ,29.110000 ,26.520000 ,24.740000 ,21.090000 ,18.290000 ,17.220000 ,19.290000 ,23.160000 ,25.200000 ,27.870000 ,29.930000 ,70.630000 ,168.030000 ,68.570000 ,26.180000 ,14.470000 ,18.830000 ,9.720000 ,16.470000 ,0.840000 ,22.920000 ,14.370000 ,92.830000 , 514.4, 600.9, 264 , 107.9, 148.3, 271 , 0.0, 0.0, - , 9.4, 4.9, 286 , 27.6, 130.9, 195 
2004.00000 ,61.94000 ,59.38000 ,53.19000 ,50.00000 ,52.50000 ,53.69000 ,51.25000 ,40.69000 ,43.62000 ,30.81000 ,46.38000 ,52.69000 ,12.18000 ,10.55000 ,9.68000 ,9.20000 ,7.72000 ,7.84000 ,7.89000 ,10.27000 ,10.21000 ,10.34000 ,9.99000 ,10.96000 ,18.80000 ,18.03000 ,16.16000 ,12.81000 ,10.16000 ,9.29000 ,9.65000 ,12.03000 ,14.79000 ,17.36000 ,18.09000 ,18.25000 ,0.57000 ,0.55000 ,0.47000 ,0.34000 ,0.23000 ,0.20000 ,0.20000 ,0.28000 ,0.37000 ,0.46000 ,0.50000 ,0.53000 ,226.79,283.14000 ,226.72000 ,257.23000 ,213.07000 ,155.88000 ,138.04000 ,147.59000 ,187.35000 ,221.38000 ,298.76000 ,293.15000 ,299.21000 ,29.820000 ,28.940000 ,27.770000 ,24.920000 ,20.790000 ,17.300000 ,16.780000 ,17.740000 ,21.370000 ,26.390000 ,27.680000 ,28.940000 ,178.630000 ,126.550000 ,64.350000 ,31.860000 ,13.940000 ,2.880000 ,3.380000 ,6.470000 ,11.310000 ,14.760000 ,47.260000 ,102.990000 , 789.7,1 109.7, 177 , 151.2, 263.1, 155 , 0.0, 0.0, - , 9.1, 9.7, 197 , 47.7, 210.6, 218 
2005.00000 ,46.44000 ,40.12000 ,42.19000 ,49.19000 ,56.00000 ,72.44000 ,71.81000 ,57.88000 ,44.19000 ,44.56000 ,49.31000 ,38.00000 ,9.87000 ,11.63000 ,7.53000 ,7.27000 ,7.59000 ,8.16000 ,9.57000 ,7.19000 ,13.09000 ,10.64000 ,9.34000 ,9.61000 ,19.48000 ,18.63000 ,15.91000 ,13.11000 ,9.78000 ,7.84000 ,9.41000 ,11.88000 ,14.44000 ,15.82000 ,18.37000 ,20.10000 ,0.60000 ,0.56000 ,0.45000 ,0.34000 ,0.20000 ,0.15000 ,0.19000 ,0.26000 ,0.34000 ,0.41000 ,0.52000 ,0.59000 ,237.60,318.57000 ,274.67000 ,279.51000 ,249.23000 ,190.60000 ,122.03000 ,148.25000 ,168.06000 ,224.22000 ,255.07000 ,290.47000 ,330.49000 ,29.080000 ,29.150000 ,27.830000 ,25.900000 ,20.110000 ,18.730000 ,17.740000 ,18.280000 ,22.910000 ,27.190000 ,28.630000 ,30.920000 ,131.630000 ,54.500000 ,38.300000 ,12.240000 ,21.520000 ,55.500000 ,8.640000 ,16.970000 ,5.860000 ,41.790000 ,41.730000 ,43.020000 , 711.0,1 170.4, 154 , 97.2, 177.8, 142 , 0.0, 0.0, - , 20.9, 7.5, 295 , 45.6, 173.5, 183 
2006.00000 ,44.12000 ,49.38000 ,54.56000 ,51.56000 ,42.94000 ,61.06000 ,62.62000 ,42.19000 ,43.81000 ,35.25000 ,40.50000 ,49.38000 ,9.37000 ,8.16000 ,8.06000 ,7.43000 ,6.40000 ,7.34000 ,11.13000 ,9.03000 ,8.45000 ,9.04000 ,10.59000 ,8.91000 ,18.57000 ,17.96000 ,14.01000 ,11.82000 ,10.44000 ,8.52000 ,8.39000 ,12.15000 ,14.48000 ,17.72000 ,19.09000 ,17.11000 ,0.56000 ,0.55000 ,0.42000 ,0.31000 ,0.23000 ,0.18000 ,0.18000 ,0.28000 ,0.38000 ,0.48000 ,0.54000 ,0.52000 ,227.98,297.95000 ,244.39000 ,245.56000 ,179.18000 ,155.24000 ,125.49000 ,128.73000 ,185.46000 ,230.85000 ,290.65000 ,330.18000 ,322.02000 ,30.890000 ,30.380000 ,27.480000 ,24.140000 ,19.120000 ,17.000000 ,16.840000 ,18.260000 ,22.260000 ,25.920000 ,28.120000 ,28.630000 ,135.110000 ,62.430000 ,129.310000 ,115.620000 ,19.850000 ,19.710000 ,28.700000 ,3.210000 ,10.860000 ,3.240000 ,20.510000 ,51.610000 , 778.3,1 217.6, 161 , 129.3, 166.0, 128 , 0.0, 0.0, - , 15.6, 3.6, 477 , 34.1, 129.1, 167 
2007.00000 ,55.31000 ,51.25000 ,47.44000 ,39.25000 ,52.94000 ,67.75000 ,58.25000 ,59.81000 ,44.38000 ,44.31000 ,59.81000 ,70.25000 ,8.06000 ,8.63000 ,7.80000 ,6.91000 ,7.72000 ,8.68000 ,8.12000 ,8.54000 ,10.23000 ,9.75000 ,8.13000 ,8.68000 ,18.10000 ,17.78000 ,15.84000 ,13.16000 ,9.70000 ,7.32000 ,9.62000 ,10.45000 ,14.43000 ,17.15000 ,15.81000 ,17.23000 ,0.57000 ,0.55000 ,0.47000 ,0.34000 ,0.23000 ,0.13000 ,0.19000 ,0.23000 ,0.35000 ,0.45000 ,0.44000 ,0.52000 ,221.34,236.90000 ,239.38000 ,257.06000 ,231.94000 ,178.10000 ,107.16000 ,141.19000 ,175.61000 ,228.86000 ,311.32000 ,277.38000 ,271.17000 ,29.060000 ,28.300000 ,28.300000 ,24.550000 ,22.740000 ,15.260000 ,15.490000 ,19.090000 ,22.290000 ,26.580000 ,27.070000 ,28.730000 ,152.520000 ,118.260000 ,68.750000 ,9.470000 ,14.680000 ,76.580000 ,0.790000 ,16.070000 ,9.420000 ,23.710000 ,59.870000 ,114.450000 , 638.0, 776.7, 218 , 80.5, 79.0, 230 , 0.0, 0.0, - , 24.4, 11.8, 93 , 27.2, 92.4, 216 
2008.00000 ,74.06000 ,69.38000 ,54.75000 ,44.88000 ,48.88000 ,67.31000 ,62.12000 ,54.00000 ,60.44000 ,50.81000 ,48.31000 ,53.25000 ,9.95000 ,8.88000 ,7.72000 ,8.21000 ,9.60000 ,9.20000 ,9.41000 ,8.43000 ,8.71000 ,9.04000 ,9.73000 ,9.78000 ,16.54000 ,15.95000 ,15.86000 ,13.17000 ,10.12000 ,8.40000 ,8.66000 ,11.49000 ,13.67000 ,17.30000 ,17.55000 ,19.39000 ,0.51000 ,0.50000 ,0.46000 ,0.34000 ,0.23000 ,0.17000 ,0.18000 ,0.26000 ,0.35000 ,0.48000 ,0.51000 ,0.59000 ,226.95,270.90000 ,224.27000 ,258.71000 ,218.23000 ,168.90000 ,134.49000 ,144.48000 ,180.08000 ,209.54000 ,309.64000 ,283.64000 ,320.47000 ,28.770000 ,27.630000 ,25.990000 ,22.340000 ,19.590000 ,18.420000 ,16.430000 ,17.190000 ,22.770000 ,26.180000 ,28.120000 ,29.970000 ,159.120000 ,175.280000 ,48.150000 ,5.590000 ,7.940000 ,19.750000 ,38.440000 ,5.030000 ,26.350000 ,15.640000 ,75.990000 ,77.720000 , 668.9, 953.9, 347 , 112.9, 142.8, 295 , 0.0, 0.0, - , 20.3, 7.0, 614 , 45.0, 198.0, - 
2009.00000 ,59.12000 ,53.88000 ,45.25000 ,54.50000 ,62.00000 ,63.44000 ,58.00000 ,39.44000 ,36.81000 ,35.38000 ,39.94000 ,47.50000 ,9.08000 ,7.92000 ,8.83000 ,8.17000 ,8.07000 ,7.67000 ,8.27000 ,9.48000 ,10.11000 ,10.02000 ,8.27000 ,9.23000 ,17.36000 ,17.44000 ,16.27000 ,12.03000 ,9.06000 ,8.27000 ,9.80000 ,11.87000 ,14.39000 ,17.16000 ,18.62000 ,16.58000 ,0.55000 ,0.55000 ,0.48000 ,0.31000 ,0.20000 ,0.16000 ,0.19000 ,0.26000 ,0.35000 ,0.45000 ,0.50000 ,0.50000 ,233.81,268.65000 ,232.23000 ,258.00000 ,193.97000 ,162.31000 ,129.26000 ,149.94000 ,205.92000 ,241.35000 ,310.59000 ,320.35000 ,333.19000 ,28.050000 ,27.860000 ,27.230000 ,24.310000 ,20.130000 ,17.860000 ,16.690000 ,21.140000 ,22.760000 ,24.780000 ,28.550000 ,29.580000 ,267.340000 ,168.860000 ,28.150000 ,41.190000 ,20.270000 ,15.980000 ,1.150000 ,0.890000 ,4.780000 ,13.250000 ,31.020000 ,90.560000 ,1 019.9,2 016.0, 235 , 91.9, 173.0, 234 , 0.0, 0.0, - , 7.3, 6.6, 450 , 49.3, 254.9, 245 
2010.00000 ,54.06000 ,78.44000 ,77.75000 ,65.25000 ,57.69000 ,67.62000 ,69.88000 ,63.94000 ,71.94000 ,69.75000 ,68.00000 ,79.69000 ,13.76000 ,9.83000 ,10.13000 ,7.50000 ,8.97000 ,8.35000 ,7.66000 ,9.88000 ,11.22000 ,11.66000 ,9.15000 ,8.29000 ,18.17000 ,15.69000 ,14.80000 ,12.64000 ,9.48000 ,8.23000 ,7.86000 ,10.77000 ,11.98000 ,15.55000 ,14.87000 ,16.23000 ,0.56000 ,0.49000 ,0.43000 ,0.32000 ,0.20000 ,0.16000 ,0.16000 ,0.23000 ,0.30000 ,0.41000 ,0.41000 ,0.48000 ,198.41,306.70000 ,228.60000 ,230.17000 ,163.73000 ,148.59000 ,126.63000 ,130.66000 ,156.79000 ,178.10000 ,235.73000 ,217.05000 ,258.20000 ,28.580000 ,27.700000 ,25.860000 ,24.750000 ,20.190000 ,17.400000 ,18.240000 ,18.280000 ,22.760000 ,24.230000 ,25.360000 ,27.290000 ,185.000000 ,192.170000 ,118.390000 ,60.920000 ,16.130000 ,4.590000 ,28.080000 ,34.010000 ,72.470000 ,59.330000 ,121.750000 ,220.490000 , 961.7,1 346.3, 199 , 68.5, 113.1, 197 , 0.5, 1.9, 481 , 11.6, 7.3, 177 , 37.0, 146.0, - 
2011.00000 ,74.94000 ,66.50000 ,75.75000 ,69.94000 ,67.31000 ,71.06000 ,61.50000 ,56.06000 ,45.69000 ,49.25000 ,48.88000 ,66.12000 ,8.96000 ,8.06000 ,9.38000 ,8.35000 ,7.68000 ,9.15000 ,6.77000 ,8.66000 ,10.84000 ,12.08000 ,10.26000 ,8.69000 ,18.99000 ,17.79000 ,13.08000 ,12.36000 ,9.77000 ,7.77000 ,9.50000 ,11.20000 ,14.32000 ,16.05000 ,17.31000 ,16.83000 ,0.58000 ,0.53000 ,0.38000 ,0.31000 ,0.21000 ,0.15000 ,0.18000 ,0.23000 ,0.34000 ,0.41000 ,0.47000 ,0.48000 ,217.33,321.96000 ,221.56000 ,217.94000 ,171.99000 ,161.12000 ,121.54000 ,133.68000 ,183.61000 ,219.08000 ,259.85000 ,307.26000 ,288.35000 ,28.760000 ,28.450000 ,26.050000 ,22.810000 ,18.010000 ,15.920000 ,16.020000 ,18.420000 ,21.250000 ,25.270000 ,28.230000 ,27.380000 ,149.530000 ,137.040000 ,222.380000 ,38.110000 ,12.150000 ,14.500000 ,10.290000 ,11.690000 ,9.240000 ,31.990000 ,58.780000 ,128.660000 , 905.5,1 523.6, 221 , 94.0, 146.2, 160 , 0.4, 2.3, 261 , 13.6, 22.8, 53 , 37.0, 171.5, 205 
2012.00000 ,60.06000 ,75.19000 ,66.88000 ,56.00000 ,60.56000 ,79.31000 ,77.38000 ,52.12000 ,46.75000 ,38.25000 ,45.19000 ,42.50000 ,10.02000 ,7.79000 ,10.08000 ,8.77000 ,8.64000 ,8.47000 ,6.98000 ,9.28000 ,8.23000 ,9.53000 ,8.56000 ,8.40000 ,17.45000 ,16.98000 ,14.43000 ,11.72000 ,9.77000 ,7.95000 ,9.09000 ,12.11000 ,14.34000 ,17.12000 ,18.97000 ,19.12000 ,0.53000 ,0.52000 ,0.42000 ,0.30000 ,0.21000 ,0.15000 ,0.17000 ,0.25000 ,0.34000 ,0.44000 ,0.52000 ,0.55000 ,226.82,358.55000 ,247.07000 ,210.51000 ,203.05000 ,158.13000 ,116.00000 ,131.97000 ,173.68000 ,231.21000 ,278.21000 ,289.77000 ,323.73000 ,28.810000 ,27.660000 ,25.720000 ,23.450000 ,19.330000 ,16.070000 ,16.240000 ,17.730000 ,22.110000 ,24.820000 ,28.510000 ,29.870000 ,148.990000 ,112.750000 ,174.940000 ,22.960000 ,31.680000 ,32.890000 ,34.850000 ,2.940000 ,6.130000 ,14.560000 ,26.990000 ,47.220000 , 953.2,1 886.3, 190 , 80.0, 191.0, 182 , 0.3, 0.2, - , 17.9, 14.4, 244 , 42.9, 216.9, 203 
2013.00000 ,45.69000 ,54.00000 ,60.50000 ,50.19000 ,60.94000 ,64.44000 ,61.06000 ,38.88000 ,31.81000 ,32.75000 ,44.38000 ,36.56000 ,12.77000 ,8.79000 ,10.15000 ,8.95000 ,8.63000 ,7.30000 ,7.60000 ,9.97000 ,12.48000 ,9.95000 ,9.43000 ,8.98000 ,18.67000 ,15.73000 ,14.98000 ,12.49000 ,9.39000 ,8.28000 ,9.01000 ,12.39000 ,14.52000 ,18.32000 ,17.89000 ,20.04000 ,0.56000 ,0.47000 ,0.43000 ,0.32000 ,0.22000 ,0.18000 ,0.20000 ,0.29000 ,0.37000 ,0.51000 ,0.50000 ,0.59000 ,247.30,382.28000 ,251.15000 ,251.58000 ,198.23000 ,152.16000 ,131.98000 ,159.41000 ,191.16000 ,246.65000 ,345.09000 ,304.48000 ,353.44000 ,30.950000 ,28.380000 ,27.230000 ,24.130000 ,20.840000 ,17.940000 ,18.510000 ,19.400000 ,24.460000 ,26.760000 ,27.920000 ,29.600000 ,138.060000 ,73.960000 ,81.830000 ,34.260000 ,29.420000 ,6.910000 ,9.330000 ,0.780000 ,3.850000 ,8.930000 ,70.830000 ,27.510000 , 865.9,1 614.0, 287 , 89.7, 170.2, 245 , 0.1, 0.0, - , 48.0, 3.0, 837 , 40.0, 213.0, 209 
2014.00000 ,41.06000 ,56.19000 ,56.44000 ,56.75000 ,57.75000 ,62.44000 ,51.75000 ,55.38000 ,49.75000 ,43.00000 ,40.50000 ,62.06000 ,12.82000 ,9.66000 ,8.31000 ,6.34000 ,8.92000 ,9.66000 ,9.24000 ,9.36000 ,9.20000 ,9.19000 ,9.31000 ,9.44000 ,18.96000 ,16.45000 ,14.82000 ,12.87000 ,9.95000 ,8.72000 ,9.67000 ,11.46000 ,13.84000 ,18.03000 ,17.95000 ,17.72000 ,0.59000 ,0.51000 ,0.43000 ,0.33000 ,0.23000 ,0.17000 ,0.19000 ,0.25000 ,0.32000 ,0.46000 ,0.49000 ,0.52000 ,250.62,350.76000 ,270.14000 ,281.12000 ,220.87000 ,177.32000 ,142.27000 ,153.00000 ,194.65000 ,229.52000 ,333.08000 ,329.58000 ,325.12000 ,30.330000 ,28.160000 ,27.300000 ,25.700000 ,21.490000 ,17.940000 ,16.320000 ,18.030000 ,21.790000 ,26.090000 ,29.900000 ,29.920000 ,82.250000 ,177.560000 ,81.370000 ,33.720000 ,8.330000 ,16.470000 ,2.130000 ,21.360000 ,14.450000 ,6.010000 ,20.350000 ,95.140000 , 758.0,1 036.5, 295 , 105.8, 179.5, 245 , 0.7, 0.2, - , 23.3, 14.8, 34 , 26.2, 137.2, 286 
2015.00000 ,60.88000 ,55.12000 ,50.56000 ,56.25000 ,60.56000 ,68.50000 ,63.00000 ,51.06000 ,45.12000 ,43.00000 ,44.31000 ,50.88000 ,8.83000 ,8.77000 ,8.88000 ,8.85000 ,9.56000 ,8.09000 ,7.91000 ,9.57000 ,10.16000 ,9.01000 ,8.44000 ,7.77000 ,18.43000 ,18.52000 ,16.01000 ,12.61000 ,9.86000 ,7.98000 ,9.35000 ,11.84000 ,14.59000 ,17.21000 ,18.54000 ,18.12000 ,0.56000 ,0.55000 ,0.46000 ,0.32000 ,0.23000 ,0.16000 ,0.19000 ,0.27000 ,0.36000 ,0.45000 ,0.52000 ,0.53000 ,251.13,296.53000 ,311.77000 ,299.41000 ,232.50000 ,189.92000 ,153.59000 ,165.01000 ,167.81000 ,249.05000 ,298.17000 ,298.45000 ,351.34000 ,29.180000 ,29.560000 ,29.010000 ,23.710000 ,20.550000 ,19.060000 ,16.940000 ,18.650000 ,21.540000 ,26.550000 ,29.290000 ,29.450000 ,136.050000 ,64.300000 ,50.440000 ,21.090000 ,14.640000 ,22.390000 ,6.600000 ,8.840000 ,4.100000 ,13.780000 ,42.050000 ,108.170000 , 633.5, 986.9, 301 , 125.5, 253.2, 280 , 0.0, 0.0, 358 , 65.3, 23.4, 159 , 30.7, 183.0, 312 
2016.00000 ,54.00000 ,57.19000 ,52.56000 ,49.00000 ,50.00000 ,73.06000 ,72.12000 ,67.00000 ,66.88000 ,45.19000 ,33.56000 ,45.81000 ,9.48000 ,9.50000 ,7.86000 ,7.79000 ,9.45000 ,7.66000 ,12.59000 ,8.98000 ,13.11000 ,12.05000 ,9.76000 ,7.65000 ,17.82000 ,17.68000 ,15.27000 ,12.82000 ,9.54000 ,7.40000 ,8.40000 ,10.83000 ,12.57000 ,17.38000 ,19.28000 ,18.37000 ,0.55000 ,0.55000 ,0.45000 ,0.33000 ,0.23000 ,0.16000 ,0.19000 ,0.24000 ,0.32000 ,0.48000 ,0.55000 ,0.55000 ,239.99,296.01000 ,272.30000 ,394.18000 ,233.16000 ,195.20000 ,127.16000 ,123.13000 ,160.56000 ,179.16000 ,272.88000 ,286.76000 ,339.36000 ,29.750000 ,29.910000 ,28.370000 ,26.320000 ,22.900000 ,18.620000 ,17.580000 ,18.550000 ,21.820000 ,24.030000 ,27.900000 ,29.950000 ,90.580000 ,78.200000 ,109.550000 ,9.020000 ,32.180000 ,59.910000 ,49.130000 ,28.960000 ,58.430000 ,16.410000 ,24.810000 ,68.970000 , 611.1,1 315.9, 260 , 137.7, 372.4, 243 , 1.7, 11.1, 387 , 36.2, 56.5, 110 , 30.1, 163.9, 285 
2017.00000 ,51.00000 ,41.94000 ,58.81000 ,55.62000 ,58.38000 ,56.69000 ,51.25000 ,35.38000 ,28.62000 ,55.56000 ,50.69000 ,45.31000 ,8.66000 ,7.97000 ,13.81000 ,8.17000 ,7.78000 ,7.66000 ,7.73000 ,8.29000 ,9.02000 ,11.16000 ,8.25000 ,10.07000 ,18.87000 ,18.84000 ,15.10000 ,13.42000 ,9.88000 ,9.14000 ,9.33000 ,12.39000 ,15.26000 ,15.08000 ,18.09000 ,19.99000 ,0.59000 ,0.58000 ,0.45000 ,0.34000 ,0.23000 ,0.17000 ,0.19000 ,0.27000 ,0.36000 ,0.39000 ,0.49000 ,0.59000 ,251.35,342.86000 ,361.86000 ,283.54000 ,236.93000 ,186.63000 ,147.61000 ,138.34000 ,163.53000 ,198.22000 ,234.18000 ,332.69000 ,389.78000 ,30.510000 ,30.110000 ,28.860000 ,23.960000 ,21.560000 ,17.930000 ,18.820000 ,19.260000 ,23.110000 ,26.590000 ,27.210000 ,30.180000 ,143.780000 ,81.650000 ,114.060000 ,11.500000 ,26.380000 ,5.230000 ,9.720000 ,2.590000 ,1.570000 ,72.130000 ,44.980000 ,36.520000 , 622.2,1 501.6, 209 , 149.0, 435.7, 202 , 0.1, 0.6, 281 , 47.4, 12.4," 1,165 ", 35.3, 146.2, 277 
2018.00000 ,37.12000 ,50.50000 ,65.69000 ,50.56000 ,51.81000 ,56.44000 ,46.56000 ,37.38000 ,38.88000 ,49.81000 ,39.75000 ,40.69000 ,8.98000 ,9.95000 ,9.59000 ,8.38000 ,8.82000 ,7.83000 ,7.71000 ,11.45000 ,9.13000 ,8.63000 ,14.62000 ,8.81000 ,20.22000 ,17.05000 ,15.06000 ,13.33000 ,10.34000 ,8.39000 ,9.60000 ,12.16000 ,14.94000 ,16.37000 ,18.62000 ,20.64000 ,0.61000 ,0.52000 ,0.45000 ,0.34000 ,0.23000 ,0.16000 ,0.18000 ,0.26000 ,0.36000 ,0.42000 ,0.52000 ,0.61000 ,281.63,373.69000 ,352.07000 ,337.12000 ,251.39000 ,216.93000 ,155.62000 ,162.23000 ,214.91000 ,278.12000 ,401.18000 ,354.64000 ,,30.920000 ,29.690000 ,27.210000 ,25.530000 ,20.310000 ,17.360000 ,17.490000 ,18.140000 ,22.190000 ,27.020000 ,28.760000 ,30.270000 ,84.130000 ,108.660000 ,149.650000 ,12.340000 ,4.380000 ,8.620000 ,4.990000 ,4.190000 ,2.450000 ,33.140000 ,31.300000 ,78.560000 , 639.2, 765.4, 289 , 104.9, 187.8, 275 , 1.0, 6.9, 354 , 44.9, 10.6, 265 , 25.7, 114.6, 307 
